name,height,weight,reach,slpm,str_acc_%,sapm,str_def_%,td_avg,td_acc_%,td_def_%,sub_avg,stance,cluster
Ricardo Romero,182.88,205.0,76.0,2.17,55,4.77,46,1.63,10,100,3.3,Orthodox,3
Donny Walker,175.26,135.0,70.69057114589056,1.81,37,3.85,46,0.0,0,57,1.7,Orthodox,3
Mike Lullo,172.72,145.0,69.63424368784074,2.48,36,4.84,40,1.18,11,0,0.6,Orthodox,1
Ian Loveland,172.72,145.0,69.63424368784074,2.71,40,2.36,64,1.0,37,69,0.3,Orthodox,2
Chris Lytle,180.34,170.0,68.0,3.76,45,3.03,58,0.7,55,55,2.4,Orthodox,3
TJ O'Brien,187.96,155.0,75.97220843613968,3.77,46,4.78,57,0.94,100,0,0.0,Orthodox,1
Jason Reinhardt,167.64000000000001,135.0,67.5215887717411,0.51,40,4.07,43,1.91,12,50,0.0,Orthodox,1
Andre Winner,180.34,155.0,73.0,2.52,33,4.57,51,0.0,0,74,0.0,Orthodox,1
Javier Vazquez,170.18,145.0,69.0,2.43,36,1.99,72,2.56,52,57,1.5,Unorthodox,3
Joe Stevenson,170.18,145.0,70.0,2.05,44,2.44,60,2.75,44,39,2.2,Orthodox,3
Curt Warburton,182.88,155.0,73.0,2.13,42,3.44,43,2.35,50,83,0.9,Orthodox,3
Shane Carwin,187.96,265.0,80.0,4.38,47,3.53,53,1.42,33,42,0.0,Orthodox,1
Jesse Bongfeldt,182.88,185.0,73.85955352004002,2.91,62,1.01,50,1.51,33,33,0.0,Orthodox,1
Tim Credeur,190.5,185.0,75.0,3.59,30,3.13,57,0.41,100,50,3.3,Orthodox,3
Chuck O'Neil,187.96,170.0,75.97220843613968,3.13,37,4.4,72,0.0,0,0,0.0,Orthodox,1
Ryan McGillivray,180.34,170.0,72.8032260619902,1.27,20,2.2,52,0.0,0,44,0.0,Orthodox,1
Kendall Grove,198.12,185.0,79.0,2.31,41,2.4,54,0.49,45,56,1.7,Orthodox,3
Randy Couture,185.42000000000002,205.0,75.0,2.85,57,1.53,59,2.78,46,58,0.5,Orthodox,2
Charlie Valencia,160.02,135.0,64.0,2.58,37,2.61,77,1.4,53,75,0.5,Orthodox,2
Ryan Jensen,185.42000000000002,185.0,76.0,2.84,39,2.99,59,1.55,50,31,1.9,Orthodox,3
Kyle Watson,182.88,155.0,73.85955352004002,3.67,35,3.25,62,0.0,0,100,0.0,Unorthodox,0
Jon Madsen,182.88,240.0,72.0,2.46,41,1.18,81,1.32,71,70,0.0,Orthodox,2
Kris McCray,182.88,170.0,76.0,2.69,45,2.57,54,2.88,55,38,0.0,Orthodox,2
Sean McCorkle,200.66,265.0,81.0,0.85,44,2.48,52,2.12,40,33,4.2,Orthodox,3
Mario Miranda,190.5,185.0,74.0,1.96,54,2.46,36,1.02,60,54,0.0,Orthodox,2
Waylon Lowe,170.18,145.0,68.57791622979092,1.88,55,2.4,53,4.47,55,83,0.3,Unorthodox,2
Ricardo Almeida,182.88,170.0,74.0,2.02,49,1.2,61,3.74,38,31,1.2,Orthodox,3
Kurt Pellegrino,172.72,155.0,70.0,2.45,43,1.94,63,2.9,54,69,0.8,Orthodox,3
Rob Kimmons,177.8,185.0,73.0,1.86,48,4.79,38,2.08,46,25,2.4,Orthodox,3
Todd Brown,180.34,205.0,72.8032260619902,2.15,45,3.85,48,0.0,0,50,0.0,Orthodox,1
Tom Blackledge,178.34142914816312,205.0,71.97206650779599,2.91,61,2.55,46,0.0,0,75,0.0,Orthodox,1
Chris Tuchscherer,187.96,258.0,76.0,1.35,31,3.17,47,1.19,18,0,0.6,Orthodox,1
Maciej Jewtuszko,182.88,155.0,73.85955352004002,2.29,45,1.39,66,0.0,0,42,0.9,Unorthodox,3
Antonio Banuelos,165.1,135.0,63.0,2.69,33,3.15,58,1.62,62,86,0.4,Orthodox,2
Paul Kelly,175.26,155.0,70.0,3.22,37,2.61,59,1.34,60,30,1.5,Orthodox,3
Paul Taylor,182.88,155.0,72.0,4.44,47,4.47,55,0.27,25,56,0.5,Orthodox,1
Gabe Ruediger,177.8,155.0,71.74689860394038,1.7,31,5.16,41,2.04,11,28,0.0,Orthodox,1
Tim Hague,193.04,260.0,76.0,2.79,47,4.14,46,1.72,33,85,0.9,Orthodox,3
Mike Guymon,182.88,170.0,74.0,2.75,65,0.79,66,1.87,37,54,1.2,Orthodox,3
Willamy Freire,172.72,155.0,69.63424368784074,1.53,37,0.93,62,0.5,100,73,0.0,Orthodox,2
Amilcar Alves,182.88,170.0,73.85955352004002,0.5,46,2.02,30,0.0,0,53,0.0,Unorthodox,1
Marcus Davis,177.8,170.0,70.0,2.72,39,2.79,65,1.6,48,47,1.4,Unorthodox,3
Phil Baroni,175.26,170.0,72.0,2.77,45,3.93,40,1.46,47,60,0.5,Orthodox,2
Greg Soto,180.34,170.0,73.0,3.21,63,2.61,52,1.49,27,44,1.0,Orthodox,3
Antonio McKee,172.72,155.0,69.63424368784074,1.37,45,0.74,74,1.47,33,57,0.0,Unorthodox,2
Joe Doerksen,182.88,185.0,75.0,1.43,42,2.79,50,2.02,33,33,2.3,Orthodox,3
Dustin Hazelett,185.42000000000002,170.0,76.0,2.24,40,3.51,46,0.55,50,25,4.1,Orthodox,3
Pat Audinwood,182.88,155.0,73.85955352004002,1.17,12,4.31,41,0.8,50,0,0.0,Orthodox,1
Aaron Wilkinson,177.8,155.0,71.74689860394038,0.0,0,0.0,100,7.32,100,0,0.0,Orthodox,2
Tyler Toner,172.72,145.0,70.0,2.95,52,2.13,62,0.0,0,54,0.4,Orthodox,1
Sako Chivitchian,180.34,155.0,72.8032260619902,2.4,27,4.8,46,0.0,0,100,0.0,Orthodox,1
Fredson Paixao,167.64000000000001,145.0,66.0,1.71,54,2.31,62,0.62,11,10,2.2,Orthodox,3
Maiquel Falcao,180.34,185.0,72.8032260619902,1.67,55,0.53,86,1.0,100,71,3.0,Orthodox,3
Gerald Harris,180.34,185.0,77.0,1.41,29,1.58,62,2.96,54,72,0.0,Unorthodox,2
Brian Foster,175.26,170.0,71.0,3.3,39,1.63,65,3.67,60,37,1.8,Orthodox,3
Karo Parisyan,177.8,170.0,72.0,2.49,41,2.19,58,5.27,59,59,1.0,Orthodox,3
Goran Reljic,190.5,205.0,81.0,1.69,37,2.69,59,1.69,50,33,1.1,Unorthodox,3
Nick Osipczak,187.96,170.0,76.0,2.83,50,3.77,50,1.2,45,71,1.0,Orthodox,3
Alexandre Ferreira,170.18,205.0,68.57791622979092,2.57,60,8.14,42,0.0,0,0,0.0,Orthodox,1
Mark Scanlon,175.26,170.0,70.69057114589056,2.2,35,3.33,48,3.0,75,25,2.0,Orthodox,3
Seth Petruzelli,182.88,205.0,76.0,2.17,41,2.08,55,0.46,50,47,2.3,Orthodox,3
Gilbert Yvel,187.96,225.0,77.0,1.05,47,1.78,50,0.0,0,25,1.0,Orthodox,3
James Wilks,185.42000000000002,170.0,75.0,1.82,45,2.03,50,1.27,22,66,3.8,Orthodox,3
Vinicius Queiroz,200.66,220.0,81.25384572638879,3.67,51,4.1,41,5.07,70,100,0.7,Orthodox,3
Mark Holst,182.88,155.0,73.85955352004002,0.25,19,1.67,47,0.76,100,60,2.3,Orthodox,3
James McSweeney,193.04,230.0,77.0,3.94,55,4.33,42,0.52,33,100,1.1,Unorthodox,3
Matt Serra,167.64000000000001,170.0,68.0,1.98,39,2.64,46,2.05,20,38,0.9,Orthodox,3
Sean Sherk,167.64000000000001,155.0,67.0,2.17,35,2.71,55,4.09,46,56,0.4,Orthodox,2
Steve Lopez,180.34,155.0,72.8032260619902,1.39,24,2.69,62,0.0,0,37,0.0,Orthodox,1
Julio Paulino,182.88,170.0,73.85955352004002,0.97,27,1.87,48,0.0,0,37,0.5,Orthodox,1
John Gunderson,175.26,155.0,69.0,1.04,27,1.71,58,1.67,33,11,2.0,Orthodox,3
Tomasz Drwal,185.42000000000002,205.0,76.0,3.29,38,2.26,57,3.55,60,82,0.4,Orthodox,2
Forrest Petz,175.26,170.0,71.0,2.27,29,2.2,57,1.3,100,66,0.0,Orthodox,2
James Toney,175.26,220.0,70.69057114589056,0.0,0,2.41,27,0.0,0,0,0.0,Orthodox,1
John Salter,185.42000000000002,185.0,74.0,1.68,32,1.68,68,2.85,46,66,0.5,Unorthodox,2
Rodney Wallace,175.26,205.0,72.0,1.13,46,3.44,45,6.0,54,28,1.0,Unorthodox,3
James Irvin,187.96,205.0,75.0,2.03,48,3.86,35,0.0,0,36,0.5,Orthodox,1
Steve Steinbeiss,190.5,185.0,75.0,3.92,55,1.86,49,0.44,50,58,0.0,Orthodox,2
Keith Jardine,187.96,185.0,76.0,3.25,36,2.98,59,1.18,45,62,0.7,Orthodox,3
Jamie Yager,185.42000000000002,185.0,74.91588097808986,3.08,39,2.55,63,0.0,0,66,0.0,Orthodox,1
Josh Bryant,177.8,185.0,71.74689860394038,1.1,20,6.1,43,0.0,0,0,0.0,Orthodox,1
James Hammortree,190.5,185.0,77.0285358941895,1.93,30,4.13,44,2.0,50,100,1.0,Orthodox,3
Chuck Liddell,187.96,205.0,76.0,2.97,35,2.71,56,0.44,75,81,0.0,Orthodox,2
David Loiseau,182.88,185.0,76.0,1.59,44,3.64,43,0.43,42,36,0.1,Orthodox,1
Jesse Lennox,175.26,170.0,72.0,2.69,32,3.2,64,1.22,66,63,0.3,Orthodox,2
Dan Lauzon,177.8,155.0,71.74689860394038,1.34,25,4.09,61,1.63,33,80,2.7,Orthodox,3
Joe Brammer,172.72,155.0,69.63424368784074,2.15,31,2.8,56,0.81,50,50,0.0,Orthodox,1
Jesse Forbes,187.96,185.0,75.0,2.11,24,4.06,53,1.79,75,66,1.2,Unorthodox,3
Paul Daley,175.26,170.0,76.0,3.14,47,2.37,60,0.91,40,64,0.0,Orthodox,2
Kevin Ferguson,187.96,235.0,77.0,2.3,50,3.41,38,3.1,72,36,1.2,Orthodox,3
Jonathan Goulet,182.88,170.0,73.0,1.61,41,2.01,46,4.17,70,45,0.6,Orthodox,3
Yoshiyuki Yoshida,180.34,170.0,70.0,0.85,36,3.67,36,1.41,28,25,2.8,Unorthodox,3
Renzo Gracie,177.8,185.0,71.74689860394038,1.71,41,1.67,55,1.13,20,40,0.8,Orthodox,3
Brad Blackburn,177.8,170.0,73.0,4.55,35,3.59,65,0.93,50,76,0.7,Orthodox,3
Matt Veach,180.34,155.0,72.8032260619902,1.12,28,4.91,44,3.64,38,100,1.5,Orthodox,3
Mostapha Al-Turk,187.96,245.0,77.0,1.36,19,3.61,53,0.0,0,0,0.0,Orthodox,1
Nate Quarry,182.88,185.0,72.0,4.96,44,2.8,66,0.25,33,60,0.0,Unorthodox,1
Ronys Torres,170.18,155.0,68.57791622979092,0.87,26,1.93,57,4.0,47,16,0.5,Orthodox,1
Rob Emerson,175.26,155.0,70.0,2.5,30,2.83,64,2.02,52,65,0.4,Orthodox,2
Caol Uno,170.18,155.0,70.0,1.91,49,1.9,50,1.95,31,37,0.5,Unorthodox,1
Lucio Linhares,187.96,185.0,75.97220843613968,0.99,22,3.47,34,1.86,50,50,1.9,Orthodox,3
Rory Markham,182.88,170.0,71.0,1.98,21,10.27,45,0.0,0,0,0.0,Orthodox,1
Paul Buentello,187.96,245.0,77.0,3.29,45,3.83,52,0.19,33,39,0.4,Orthodox,1
Shannon Gugerty,177.8,155.0,71.0,1.25,39,1.88,58,2.13,27,50,3.4,Orthodox,3
Chase Gormley,190.5,265.0,77.0285358941895,3.6,42,6.03,44,3.12,42,0,1.0,Orthodox,3
Mark Coleman,185.42000000000002,205.0,75.0,1.88,52,2.62,40,3.89,40,50,0.8,Orthodox,3
Frank Trigg,175.26,170.0,71.0,2.79,46,1.9,56,2.35,47,75,0.8,Unorthodox,3
Justin Buchholz,182.88,155.0,73.0,2.35,26,4.14,51,0.0,0,33,0.8,Orthodox,3
Rolles Gracie,193.04,242.0,78.08486335223932,2.3,32,3.38,55,2.3,10,0,0.0,Orthodox,1
Jay Silva,187.96,185.0,75.97220843613968,1.13,34,3.07,40,0.0,0,38,1.0,Unorthodox,3
Kyle Bradley,175.26,155.0,71.0,1.99,40,3.45,58,0.65,50,40,0.0,Orthodox,1
Wilson Gouveia,185.42000000000002,185.0,76.0,3.02,39,4.06,56,0.9,66,57,2.2,Orthodox,3
Shane Nelson,175.26,155.0,70.0,1.38,31,2.84,61,1.31,18,54,1.6,Unorthodox,3
Kevin Burns,177.8,170.0,74.0,2.74,38,4.3,52,0.28,50,47,0.8,Orthodox,3
Houston Alexander,182.88,205.0,72.0,3.06,54,3.2,52,1.19,57,33,0.0,Orthodox,1
Marcus Jones,198.12,265.0,80.19751826833897,1.94,52,2.71,58,8.71,75,0,2.9,Orthodox,3
Darrill Schoonover,187.96,220.0,75.97220843613968,1.2,33,4.35,38,0.0,0,50,1.1,Orthodox,3
Justin Wren,187.96,265.0,75.97220843613968,3.43,35,2.07,64,0.0,0,100,0.0,Orthodox,0
Jake Rosholt,185.42000000000002,185.0,74.91588097808986,2.68,53,2.33,49,6.51,68,0,1.8,Orthodox,3
Brock Larson,180.34,170.0,71.0,1.39,46,1.5,55,2.67,34,43,2.0,Unorthodox,3
Jason Dent,177.8,155.0,71.0,2.01,39,3.7,62,0.0,0,26,1.4,Orthodox,3
Denis Kang,180.34,185.0,77.0,2.27,35,1.65,67,2.51,65,38,1.2,Orthodox,3
Rolando Delgado,190.5,155.0,77.0,1.56,40,1.83,62,1.17,22,0,3.5,Orthodox,3
Antoni Hardonk,193.04,245.0,78.0,3.4,61,3.07,46,0.0,0,40,0.9,Orthodox,3
Razak Al-Hassan,187.96,205.0,75.97220843613968,3.27,39,3.14,60,0.65,14,57,0.0,Orthodox,1
Hermes Franca,167.64000000000001,155.0,71.0,1.78,39,2.85,55,1.53,36,37,2.4,Orthodox,3
Drew McFedries,182.88,185.0,72.0,5.13,51,4.56,52,1.42,100,56,0.7,Unorthodox,3
Roger Huerta,175.26,155.0,70.0,3.64,36,2.33,56,2.13,46,52,0.5,Orthodox,2
Chris Wilson,185.42000000000002,170.0,75.0,2.32,50,1.36,55,1.31,50,60,1.6,Orthodox,3
Justin McCully,185.42000000000002,225.0,73.0,1.58,37,2.02,46,1.28,44,43,0.0,Orthodox,1
Marcus Aurelio,177.8,155.0,74.0,1.42,33,2.27,59,1.69,27,27,1.3,Orthodox,3
Dan Cramer,187.96,170.0,75.97220843613968,0.97,30,2.1,31,0.0,0,66,0.5,Orthodox,1
Danillo Villefort,185.42000000000002,185.0,74.91588097808986,2.86,37,2.4,68,1.71,66,33,1.7,Orthodox,3
Jake O'Brien,190.5,205.0,76.0,1.31,31,1.92,69,6.39,54,25,0.2,Orthodox,2
Mike Ciesnolevicz,182.88,235.0,73.85955352004002,0.51,50,4.62,57,0.0,0,20,5.1,Orthodox,3
Frank Lester,180.34,170.0,72.8032260619902,2.18,36,3.82,53,0.0,0,0,0.0,Orthodox,1
Cameron Dollar,180.34,155.0,72.8032260619902,5.04,38,2.94,61,0.0,0,0,0.0,Orthodox,1
Dale Hartt,177.8,155.0,69.0,1.14,35,1.55,66,1.22,100,25,2.5,Orthodox,3
Denis Stojnic,182.88,245.0,73.85955352004002,1.51,23,6.06,36,0.0,0,80,1.0,Orthodox,3
Xavier Foupa-Pokam,185.42000000000002,185.0,74.91588097808986,1.47,43,2.5,49,0.0,0,16,0.0,Unorthodox,1
Andre Gusmao,182.88,205.0,73.85955352004002,2.79,43,3.28,60,0.0,0,60,0.0,Orthodox,1
Brandon Wolff,175.26,170.0,70.69057114589056,0.47,33,10.91,19,0.0,0,0,0.0,Orthodox,1
David Kaplan,170.18,155.0,68.57791622979092,2.88,46,4.32,67,4.88,43,0,0.7,Orthodox,3
David Bielkheden,177.8,155.0,71.0,1.11,57,1.64,54,2.65,63,14,0.0,Orthodox,1
Ryo Chonan,175.26,170.0,70.0,2.57,43,2.25,60,0.61,41,39,0.3,Orthodox,1
Carmelo Marrero,182.88,205.0,73.0,0.84,34,2.04,54,3.21,36,36,0.9,Orthodox,3
Junie Browning,175.26,155.0,70.69057114589056,3.76,48,1.76,66,3.53,66,0,3.5,Orthodox,3
Matt Horwich,185.42000000000002,185.0,74.91588097808986,1.11,62,2.16,38,0.33,9,28,2.7,Orthodox,3
Jesse Sanders,182.88,170.0,73.85955352004002,0.0,0,6.45,35,0.0,0,50,0.0,Orthodox,1
Nissen Osterneck,187.96,185.0,75.97220843613968,3.15,58,2.9,41,0.63,12,42,1.3,Orthodox,3
Joe Vedepo,182.88,185.0,73.85955352004002,1.43,42,5.71,38,1.07,20,0,0.0,Orthodox,1
Tim McKenzie,182.88,185.0,74.0,1.37,54,2.96,44,0.0,0,28,2.1,Orthodox,3
Pete Sell,180.34,170.0,75.0,2.6,42,3.65,51,0.91,21,47,0.9,Orthodox,3
Ryan Madigan,182.88,170.0,73.85955352004002,0.0,0,3.35,47,0.0,0,0,0.0,Orthodox,1
Jason Day,182.88,185.0,72.0,3.61,54,3.46,47,1.13,100,0,0.0,Orthodox,2
Michael Patt,182.88,205.0,73.85955352004002,1.65,28,5.53,55,0.0,0,0,0.0,Orthodox,1
Brian Cobb,180.34,155.0,72.8032260619902,0.0,0,3.68,55,5.81,50,0,0.0,Orthodox,1
Per Eklund,177.8,155.0,72.0,2.07,61,2.38,67,2.07,11,50,3.6,Orthodox,3
Neil Grove,198.12,265.0,80.19751826833897,0.0,0,0.0,0,0.0,0,100,14.3,Orthodox,3
Troy Mandaloniz,175.26,170.0,70.69057114589056,3.52,56,4.71,63,3.1,66,57,0.0,Orthodox,2
Luigi Fioravanti,172.72,170.0,70.0,2.23,42,2.21,69,3.76,63,67,0.9,Orthodox,3
Rich Clementi,175.26,155.0,72.0,1.43,37,2.29,60,1.72,42,25,1.1,Unorthodox,3
Derek Downey,185.42000000000002,185.0,74.91588097808986,0.32,100,3.36,12,2.4,16,0,0.0,Orthodox,1
Steve Bruno,177.8,170.0,71.74689860394038,0.96,52,3.38,36,1.94,25,46,0.4,Orthodox,1
Akihiro Gono,170.18,170.0,68.0,2.18,48,2.67,63,1.01,84,46,0.5,Unorthodox,2
Christian Wellisch,187.96,234.0,77.0,3.12,27,3.04,56,1.22,42,45,1.2,Orthodox,3
Matt Arroyo,177.8,170.0,72.0,1.62,47,2.01,58,2.12,36,100,5.3,Orthodox,3
Jeremy Horn,185.42000000000002,185.0,74.0,1.19,39,1.99,55,1.83,38,29,1.1,Orthodox,3
Tom Egan,180.34,170.0,72.8032260619902,0.0,0,3.91,50,0.0,0,28,0.0,Orthodox,1
Alexandre Barros,175.26,170.0,70.69057114589056,0.98,40,4.05,36,1.84,50,100,0.0,Unorthodox,2
Antonio Mendes,190.5,205.0,77.0,1.34,47,6.85,22,2.51,50,100,0.0,Unorthodox,2
Ivan Serati,182.88,205.0,73.85955352004002,0.86,26,5.33,29,0.0,0,0,0.0,Orthodox,1
Nate Mohr,175.26,155.0,72.0,3.79,41,2.5,74,0.45,50,71,0.0,Orthodox,2
Dean Lister,185.42000000000002,185.0,75.0,1.26,35,1.89,61,1.58,15,50,1.1,Orthodox,3
Mike Wessel,182.88,260.0,73.85955352004002,1.82,56,6.43,22,6.29,50,0,0.0,Orthodox,1
Reese Andy,182.88,205.0,73.85955352004002,2.87,50,3.5,58,0.67,20,40,0.0,Orthodox,1
Dan Evensen,190.5,250.0,77.0285358941895,0.27,10,3.86,38,0.0,0,0,4.0,Orthodox,3
Shane Primm,190.5,205.0,77.0285358941895,0.83,26,2.25,62,1.78,20,0,0.0,Orthodox,1
Jules Bruchez,182.88,205.0,73.85955352004002,0.69,50,5.52,46,0.0,0,0,0.0,Unorthodox,1
John Polakowski,177.8,155.0,71.74689860394038,2.6,26,2.83,50,0.0,0,87,0.7,Orthodox,3
Nate Loughran,187.96,185.0,75.97220843613968,1.81,40,4.11,59,0.0,0,0,2.1,Orthodox,3
Brodie Farber,185.42000000000002,170.0,74.91588097808986,1.69,45,2.17,53,0.9,50,20,0.9,Orthodox,3
Johnny Rees,182.88,170.0,73.85955352004002,3.29,64,0.84,47,1.15,25,50,0.0,Orthodox,1
Corey Hill,193.04,155.0,80.0,3.57,46,1.61,70,3.02,80,100,0.0,Orthodox,2
Eddie Sanchez,187.96,230.0,74.0,3.45,43,3.3,43,1.13,26,42,0.0,Orthodox,1
Josh Hendricks,187.96,235.0,75.97220843613968,0.98,20,11.8,29,0.0,0,0,0.0,Unorthodox,1
Jorge Gurgel,170.18,155.0,69.0,3.37,32,3.62,62,0.81,23,60,0.5,Orthodox,1
Alvin Robinson,175.26,155.0,68.0,1.57,50,1.29,51,1.24,50,25,1.2,Unorthodox,3
Ryan Thomas,182.88,170.0,73.85955352004002,2.01,36,4.17,30,5.59,33,0,2.2,Orthodox,3
Rameau Thierry Sokoudjou,177.8,205.0,78.0,2.26,45,2.61,56,1.93,47,78,0.9,Orthodox,3
Neil Wain,177.8,242.0,71.74689860394038,2.64,50,8.57,43,0.0,0,50,0.0,Orthodox,1
Jess Liaudin,175.26,170.0,72.0,2.46,51,2.76,41,3.28,53,30,1.6,Orthodox,3
David Baron,167.64000000000001,155.0,67.5215887717411,1.17,30,2.1,56,0.0,0,14,0.7,Unorthodox,3
Samy Schiavo,172.72,155.0,69.63424368784074,1.68,34,2.62,38,0.94,50,66,0.9,Orthodox,3
Brad Morris,187.96,205.0,75.97220843613968,0.5,62,6.95,27,0.0,0,0,0.0,Orthodox,1
Jason Lambert,190.5,185.0,75.0,3.21,58,1.84,50,1.35,36,28,2.4,Orthodox,3
Heath Herring,193.04,250.0,78.0,2.37,50,1.77,54,1.22,50,32,0.7,Orthodox,3
Luke Cummo,182.88,170.0,74.0,1.74,43,1.5,59,0.89,55,42,1.4,Orthodox,3
Cale Yarbrough,185.42000000000002,185.0,74.91588097808986,3.16,27,10.0,72,0.0,0,0,0.0,Orthodox,1
James Giboo,180.34,170.0,72.8032260619902,1.2,27,7.08,39,0.0,0,0,0.0,Orthodox,1
Evan Tanner,182.88,185.0,74.0,3.05,59,2.64,56,2.55,43,25,1.3,Orthodox,3
Dante Rivera,185.42000000000002,185.0,74.91588097808986,2.27,53,4.0,25,0.0,0,16,0.0,Unorthodox,1
Marvin Eastman,175.26,185.0,73.0,2.21,35,3.92,42,1.38,33,81,0.0,Orthodox,1
Rob Yundt,185.42000000000002,185.0,74.91588097808986,1.37,41,2.55,31,2.94,100,0,0.0,Orthodox,1
Ivan Salaverry,182.88,185.0,73.85955352004002,3.01,47,1.19,76,0.49,18,36,2.5,Orthodox,3
Kazuhiro Nakamura,180.34,205.0,70.0,1.56,37,1.83,59,1.73,36,42,0.6,Orthodox,3
War Machine,180.34,170.0,72.8032260619902,2.32,60,3.17,43,1.16,50,40,0.0,Orthodox,1
Jason Tan,177.8,170.0,71.74689860394038,0.69,29,7.37,18,0.0,0,0,0.0,Orthodox,1
Travis Lutter,180.34,185.0,75.0,0.41,32,2.42,42,1.95,24,30,0.7,Orthodox,3
Kalib Starnes,190.5,185.0,74.0,2.71,48,4.43,53,1.46,33,25,0.6,Orthodox,3
Charles McCarthy,177.8,185.0,71.0,0.18,12,4.03,56,2.67,60,0,2.7,Orthodox,3
Kuniyoshi Hironaka,177.8,168.0,70.0,1.98,40,3.01,54,1.91,30,25,0.6,Orthodox,3
Din Thomas,175.26,155.0,70.69057114589056,1.85,37,2.6,59,1.38,52,76,1.2,Orthodox,3
Ryan Roberts,167.64000000000001,155.0,67.5215887717411,0.0,0,22.5,45,0.0,0,0,0.0,Orthodox,1
Jeff Cox,177.8,155.0,71.74689860394038,0.56,25,1.69,33,4.23,50,80,0.0,Orthodox,2
Roman Mitichyan,177.8,170.0,71.74689860394038,0.26,16,2.7,43,1.93,100,25,1.9,Orthodox,3
Tommy Speer,177.8,170.0,71.0,2.56,51,5.12,35,2.02,33,33,0.0,Orthodox,1
John Halverson,175.26,155.0,70.69057114589056,2.94,43,5.29,47,0.0,0,66,2.0,Unorthodox,3
Tim Sylvia,203.2,265.0,80.0,4.23,41,2.61,61,0.11,100,75,0.1,Orthodox,2
David Heath,180.34,205.0,72.0,1.48,30,5.16,49,0.33,50,57,1.0,Orthodox,3
Terry Martin,172.72,185.0,71.0,2.82,43,3.13,54,3.1,42,92,0.0,Orthodox,2
Alberto Crane,165.1,155.0,66.46526131369126,0.43,25,2.61,57,0.0,0,50,4.0,Orthodox,3
Joe Veres,170.18,155.0,68.57791622979092,0.0,0,5.55,27,0.0,0,0,0.0,Orthodox,1
Colin Robinson,193.04,243.0,78.08486335223932,6.19,69,7.91,37,2.58,100,50,5.2,Orthodox,3
James Lee,180.34,205.0,72.8032260619902,1.4,42,3.72,27,13.95,50,0,7.0,Unorthodox,3
Jordan Radev,170.18,185.0,68.57791622979092,1.35,23,2.38,66,0.0,0,80,0.0,Unorthodox,1
Tony DeSouza,182.88,170.0,70.0,1.12,52,1.57,41,2.25,42,40,1.5,Unorthodox,3
Doug Evans,175.26,155.0,70.69057114589056,1.79,35,2.55,55,3.19,83,69,0.6,Orthodox,3
Jared Rollins,175.26,170.0,70.69057114589056,3.33,57,2.41,39,2.5,50,50,1.2,Orthodox,3
Billy Miles,177.8,170.0,71.74689860394038,0.0,0,1.25,33,0.0,0,0,0.0,Orthodox,1
Dan Barrera,175.26,170.0,70.69057114589056,0.8,70,1.2,28,1.0,8,0,0.0,Orthodox,1
Richie Hightower,172.72,170.0,69.63424368784074,4.62,35,6.92,21,3.46,100,100,0.0,Orthodox,2
John Kolosci,180.34,185.0,72.8032260619902,0.21,20,0.85,50,0.0,0,0,0.0,Orthodox,1
Dorian Price,190.5,170.0,77.0285358941895,0.0,0,0.0,0,0.0,0,0,0.0,Unorthodox,1
Paul Georgieff,187.96,170.0,75.97220843613968,2.55,40,2.34,35,0.0,0,0,0.0,Orthodox,1
Luke Caudillo,170.18,155.0,68.57791622979092,1.97,28,5.07,55,0.44,20,85,0.0,Orthodox,1
Jason Black,172.72,155.0,69.63424368784074,1.06,47,2.6,45,0.48,33,28,6.2,Orthodox,3
Diego Saraiva,167.64000000000001,155.0,67.5215887717411,1.64,32,3.58,62,1.33,40,0,0.7,Orthodox,3
Scott Junk,185.42000000000002,265.0,74.91588097808986,5.13,60,1.81,45,0.0,0,0,0.0,Orthodox,1
Edilberto de Oliveira,182.88,170.0,73.85955352004002,4.12,32,6.79,61,0.0,0,0,0.0,Orthodox,1
Anthony Torres,172.72,170.0,69.63424368784074,3.54,48,7.52,45,0.0,0,100,2.2,Orthodox,3
Renato Sobral,185.42000000000002,205.0,75.0,2.23,45,1.53,57,2.48,42,65,2.6,Orthodox,3
Mike Nickels,193.04,205.0,78.08486335223932,4.44,52,1.11,64,11.11,80,0,2.8,Orthodox,3
Jason Gilliam,182.88,170.0,73.85955352004002,0.79,33,3.14,42,0.0,0,0,0.0,Orthodox,1
Jens Pulver,170.18,145.0,70.0,2.12,37,3.13,56,0.22,33,63,0.3,Unorthodox,1
Floyd Sword,182.88,185.0,73.85955352004002,0.78,42,1.57,40,0.0,0,33,0.0,Orthodox,1
Brandon Melendez,180.34,155.0,72.8032260619902,0.84,26,0.56,63,0.0,0,25,0.0,Unorthodox,1
Andy Wang,167.64000000000001,155.0,67.5215887717411,3.43,36,10.29,62,0.0,0,0,0.0,Orthodox,1
Allen Berube,172.72,155.0,69.63424368784074,0.92,80,0.92,33,6.87,100,0,3.4,Orthodox,3
Brian Geraghty,170.18,155.0,68.57791622979092,0.47,25,9.77,36,0.0,0,50,0.0,Orthodox,1
Hector Ramirez,182.88,205.0,73.85955352004002,2.27,41,4.6,56,2.3,55,66,0.5,Orthodox,2
Rory Singer,187.96,185.0,77.0,2.55,39,2.42,63,0.39,25,64,0.8,Orthodox,3
